"f2","f3","f4","f5","f13","f14","f31","f32","f108","f161","f249","f325","f333","f334"
780.6,-5.08,-41.8,31,11,"中证1000购27年6月6800",758.6,796.4,356,6800,0,0.7526,"中证1000",7691.37
70.8,-5.09,-3.8,54,11,"沪深300沽26年11月4350",69.8,74.6,37,4350,20.74,-0.2255,"沪深300",4611.44
145.2,-5.1,-7.8,529,11,"沪深300购26年10月4500",144,151.8,871,4500,11.01,0.6677,"沪深300",4611.44
222.8,-5.11,-12,19,11,"上证50沽26年9月3150",221.2,227.2,36,3150,30.09,-0.9732,"上证50",2941.82
1445,-5.12,-78,12,11,"中证1000购26年9月6200",1424,1472,562,6200,0,0.9999,"中证1000",7691.37
1017.8,-5.14,-55.2,10,11,"中证1000购27年6月6400",1000.6,1037.2,250,6400,0,0.8266,"中证1000",7691.37
92,-5.15,-5,341,11,"沪深300购26年10月4600",90.2,95,1046,4600,12.66,0.5374,"沪深300",4611.44
147,-5.16,-8,1,11,"上证50沽26年11月3000",137.4,149.8,1,3000,21.57,-0.5763,"上证50",2941.82
385,-5.17,-21,26,11,"上证50沽26年10月3300",384.6,395.8,43,3300,32.83,-0.9778,"上证50",2941.82
65.6,-5.2,-3.6,"-",11,"上证50购27年6月3100",68.2,74.8,103,3100,11.13,0.4065,"上证50",2941.82
332,-5.25,-18.4,4,11,"沪深300购26年10月4250",336.8,350,25,4250,0,0.9061,"沪深300",4611.44
780,-5.39,-44.4,30,11,"中证1000购26年10月6900",748.8,778.8,157,6900,0,0.8899,"中证1000",7691.37
360.6,-5.4,-20.6,3,11,"上证50沽26年11月3250",348.4,368.6,8,3250,29.4,-0.8992,"上证50",2941.82
58.2,-5.52,-3.4,12,11,"沪深300沽27年3月3900",56.4,59.6,1354,3900,23.12,-0.0872,"沪深300",4611.44
167,-5.54,-9.8,396,11,"沪深300购26年9月4450",168.8,170.8,406,4450,10.67,0.82,"沪深300",4611.44
1344,-5.55,-79,12,11,"中证1000购26年9月6300",1325.2,1373.2,42,6300,0,0.9997,"中证1000",7691.37
84.4,-5.59,-5,16,11,"沪深300沽26年11月4400",84,88.8,101,4400,20.54,-0.2674,"沪深300",4611.44
580,-5.63,-34.6,81,11,"中证1000购27年6月7200",557,596.4,447,7200,6.59,0.6697,"中证1000",7691.37
582,-5.64,-34.8,4,11,"中证1000购26年11月7200",555.4,585.4,21,7200,17.72,0.7312,"中证1000",7691.37
53.4,-5.65,-3.2,221,11,"沪深300购26年10月4700",53.2,54.8,686,4700,13.39,0.4058,"沪深300",4611.44
153.4,-5.66,-9.2,"-",11,"上证50购27年6月2800",160.6,173,120,2800,0,0.6884,"上证50",2941.82
178,-5.72,-10.8,44,11,"沪深300购26年10月4450",177.6,185.6,113,4450,9.33,0.7278,"沪深300",4611.44
85.4,-5.74,-5.2,"-",11,"上证50购27年6月3000",90.6,96.8,130,3000,9.46,0.4991,"上证50",2941.82
111.4,-5.75,-6.8,2,11,"上证50沽26年11月2950",106,113.2,5,2950,20.12,-0.4859,"上证50",2941.82
131,-5.76,-8,9,11,"沪深300购27年3月4700",128.2,139,434,4700,11.55,0.49,"沪深300",4611.44
45.6,-5.79,-2.8,22,11,"沪深300购27年3月5200",45.2,46,569,5200,15.28,0.2194,"沪深300",4611.44
890.8,-5.86,-55.4,13,11,"中证1000购27年6月6600",874.6,911.6,207,6600,0,0.791,"中证1000",7691.37
16,-5.88,-1,30,11,"上证50沽26年12月2600",16,16.2,806,2600,19.25,-0.0632,"上证50",2941.82
947,-5.88,-59.2,6,11,"中证1000购26年11月6700",928.4,958.4,10,6700,0,0.8844,"中证1000",7691.37
195,-5.98,-12.4,88,11,"上证50沽27年6月2900",193.6,202.8,333,2900,22.05,-0.4049,"上证50",2941.82
75.2,-6,-4.8,104,11,"沪深300购26年12月4800",74,78.6,1356,4800,14.18,0.3757,"沪深300",4611.44
40.2,-6.07,-2.6,13,11,"上证50沽27年3月2600",38.2,40.2,527,2600,19.57,-0.1189,"上证50",2941.82
15.4,-6.1,-1,980,11,"沪深300沽26年9月4400",15.2,15.4,3814,4400,20.37,-0.1161,"沪深300",4611.44
856.6,-6.12,-55.8,4,11,"中证1000购26年10月6800",834.6,864.6,132,6800,0,0.9166,"中证1000",7691.37
61.4,-6.12,-4,10,11,"上证50沽26年11月2850",56.2,62.2,24,2850,19.07,-0.3075,"上证50",2941.82
21.4,-6.14,-1.4,187,11,"沪深300购26年10月4850",22,22.4,793,4850,14.3,0.2346,"沪深300",4611.44
128.2,-6.15,-8.4,3152,11,"沪深300购26年9月4500",127.6,128.2,3082,4500,13.04,0.7386,"沪深300",4611.44
153,-6.25,-10.2,11,11,"上证50沽26年10月3050",149.4,157,52,3050,21.73,-0.7239,"上证50",2941.82
265.8,-6.28,-17.8,"-",11,"上证50购26年12月2600",285,301.8,208,2600,0,0.9367,"上证50",2941.82
195.2,-6.33,-13.2,18,11,"上证50沽26年10月3100",194,202.2,87,3100,23.47,-0.8124,"上证50",2941.82
11.8,-6.35,-0.8,50,11,"沪深300购26年10月4950",12,12.6,524,4950,15.1,0.1493,"沪深300",4611.44
1024,-6.36,-69.6,2,11,"中证1000购26年10月6600",1008.8,1045.2,60,6600,0,0.9557,"中证1000",7691.37
43.4,-6.47,-3,4,11,"上证50沽26年11月2800",39.8,42.6,25,2800,18.74,-0.2288,"上证50",2941.82
615.4,-6.47,-42.6,73,11,"中证1000购26年10月7100",587.8,617.8,132,7100,15.77,0.8212,"中证1000",7691.37
23,-6.5,-1.6,1316,11,"沪深300沽26年9月4450",23,23.6,3029,4450,19.82,-0.1799,"沪深300",4611.44
43,-6.52,-3,11,11,"上证50沽27年6月2500",41.6,43.2,320,2500,20.03,-0.0964,"上证50",2941.82
95.8,-6.63,-6.8,6,11,"中证1000购27年6月9600",90.8,95.8,310,9600,20.54,0.2158,"中证1000",7691.37
173.6,-6.67,-12.4,54,11,"上证50沽26年9月3100",172.4,178.4,392,3100,25.8,-0.9294,"上证50",2941.82
69.4,-6.72,-5,94,11,"沪深300购26年10月4650",69.6,73.8,597,4650,12.86,0.4709,"沪深300",4611.44
1050,-6.8,-76.6,79,11,"中证1000购26年9月6600",1039.4,1066.4,516,6600,0,0.9961,"中证1000",7691.37
101,-6.83,-7.4,81,11,"沪深300购26年12月4700",101,105,1701,4700,13.22,0.458,"沪深300",4611.44
844,-6.86,-62.2,5,11,"中证1000购26年12月6800",819.2,859.2,858,6800,0,0.8299,"中证1000",7691.37
196.6,-6.91,-14.6,14,11,"中证1000购27年6月8600",184.6,196.6,260,8600,17.57,0.3753,"中证1000",7691.37
583,-7.05,-44.2,76,11,"中证1000购27年3月7200",560.2,600.2,667,7200,9.79,0.6809,"中证1000",7691.37
68.4,-7.07,-5.2,16,11,"沪深300购26年11月4750",67.6,72.2,69,4750,13.79,0.3932,"沪深300",4611.44
267.6,-7.21,-20.8,4,11,"中证1000购27年6月8200",260.2,267.8,307,8200,16.02,0.4543,"中证1000",7691.37
128.2,-7.24,-10,210,11,"上证50沽26年9月3050",124.6,130.4,449,3050,22.9,-0.8422,"上证50",2941.82
952.8,-7.26,-74.6,25,11,"中证1000购26年9月6700",943.2,965.2,242,6700,0,0.9919,"中证1000",7691.37
43.4,-7.26,-3.4,55,11,"沪深300购26年12月5000",43.6,44.6,2783,5000,16.02,0.2337,"沪深300",4611.44
22.8,-7.32,-1.8,31,11,"沪深300购27年3月5600",22.8,24.4,715,5600,17.74,0.0928,"沪深300",4611.44
486.8,-7.38,-38.8,58,11,"中证1000购27年3月7400",475.6,495.6,1042,7400,12.86,0.629,"中证1000",7691.37
35,-7.41,-2.8,207,11,"沪深300沽26年11月4150",34.8,37,396,4150,22.06,-0.0964,"沪深300",4611.44
1099.4,-7.41,-88,"-",11,"中证1000购26年10月6500",1091.6,1148.2,50,6500,0,0.969,"中证1000",7691.37
39.8,-7.44,-3.2,491,11,"沪深300购26年10月4750",39.4,41.4,387,4750,13.71,0.3439,"沪深300",4611.44
67,-7.46,-5.4,15,11,"中证1000购27年3月9600",61.4,66.8,322,9600,22.6,0.1567,"中证1000",7691.37
277.8,-7.52,-22.6,29,11,"中证1000购27年3月8000",266,285.8,863,8000,17.02,0.4716,"中证1000",7691.37
569,-7.57,-46.6,"-",11,"沪深300购27年3月3900",587.4,627.2,286,3900,0,0.9127,"沪深300",4611.44
94.2,-7.65,-7.8,4109,11,"沪深300购26年9月4550",94,95,3657,4550,13.91,0.6429,"沪深300",4611.44
860,-7.67,-71.4,91,11,"中证1000购26年9月6800",846.8,870.8,904,6800,0,0.9842,"中证1000",7691.37
105.4,-7.71,-8.8,31,11,"上证50沽26年12月2900",106,110.4,803,2900,20.43,-0.4005,"上证50",2941.82
934,-7.71,-78,2,11,"中证1000购26年10月6700",922.8,952.8,72,6700,0,0.9384,"中证1000",7691.37
539.2,-7.73,-45.2,99,11,"中证1000购26年10月7200",520.2,537.8,333,7200,18.25,0.7794,"中证1000",7691.37
469,-7.82,-39.8,112,11,"中证1000购26年10月7300",451.2,466.2,448,7300,19.72,0.7331,"中证1000",7691.37
695.6,-7.84,-59.2,32,11,"中证1000购26年12月7000",677.2,716.8,1255,7000,0,0.774,"中证1000",7691.37
508,-7.87,-43.4,5,11,"中证1000购26年11月7300",500,514.6,21,7300,17.85,0.6932,"中证1000",7691.37
56,-7.89,-4.8,77,11,"沪深300购26年12月4900",55.2,58.2,1448,4900,15.02,0.3002,"沪深300",4611.44
680.4,-7.95,-58.8,33,11,"中证1000购27年3月7000",670,709,687,7000,0,0.7307,"中证1000",7691.37
398.4,-8.03,-34.8,64,11,"中证1000购26年11月7500",385.8,400.8,145,7500,19.67,0.6128,"中证1000",7691.37
16,-8.05,-1.4,98,11,"沪深300购26年10月4900",16.2,16.4,634,4900,14.73,0.1888,"沪深300",4611.44
25,-8.09,-2.2,53,11,"沪深300购26年12月5200",23.8,26.6,1591,5200,17.46,0.1313,"沪深300",4611.44
765.4,-8.16,-68,59,11,"中证1000购26年9月6900",753,777,339,6900,0,0.9712,"中证1000",7691.37
29.2,-8.18,-2.6,104,11,"中证1000购26年12月9800",27.8,29.8,1067,9800,27.15,0.056,"中证1000",7691.37
11.2,-8.2,-1,111,11,"沪深300购26年12月5600",10.6,10.8,3334,5600,20.83,0.0311,"沪深300",4611.44
33.6,-8.2,-3,27,11,"上证50购27年6月3400",34.2,36.6,576,3400,14.88,0.1848,"上证50",2941.82
570,-8.21,-51,95,11,"中证1000购26年12月7200",550,589.4,1643,7200,13.71,0.7109,"中证1000",7691.37
97.4,-8.29,-8.8,31,11,"沪深300购26年11月4650",100,104,42,4650,12.66,0.4907,"沪深300",4611.44
64,-8.31,-5.8,10,11,"上证50沽27年6月2600",64.2,67,266,2600,19.88,-0.1535,"上证50",2941.82
78.4,-8.41,-7.2,58,11,"上证50沽26年10月2950",74.8,78.2,129,2950,18.36,-0.4979,"上证50",2941.82
32.4,-8.47,-3,24,11,"上证50沽26年12月2700",31,32.6,757,2700,19.21,-0.1385,"上证50",2941.82
406.8,-8.58,-38.2,43,11,"中证1000购27年3月7600",394.6,412.8,1074,7600,14.74,0.5762,"中证1000",7691.37
38,-8.65,-3.6,4,11,"沪深300购26年11月4900",38.6,40,57,4900,14.87,0.2633,"沪深300",4611.44
684.6,-8.79,-66,17,11,"中证1000购26年10月7000",666.8,696.8,202,7000,0,0.8581,"中证1000",7691.37
112,-8.79,-10.8,96,11,"上证50沽26年10月3000",108.8,115.6,110,3000,19.6,-0.6168,"上证50",2941.82
29,-8.81,-2.8,610,11,"沪深300购26年10月4800",29.2,30,1034,4800,13.94,0.2865,"沪深300",4611.44
24.8,-8.82,-2.4,17,11,"沪深300沽26年11月4050",25,26.2,131,4050,22.94,-0.0563,"沪深300",4611.44
142.6,-8.94,-14,55,11,"中证1000购27年6月9000",141,148.4,538,9000,18.7,0.3045,"中证1000",7691.37
56.6,-9,-5.6,46,11,"中证1000购27年3月9800",55,56.4,362,9800,23.09,0.1326,"中证1000",7691.37
443,-9.03,-44,"-",11,"沪深300购26年11月4100",471.2,486.2,2,4100,0,0.9255,"沪深300",4611.44
48,-9.09,-4.8,2,11,"沪深300沽26年11月4250",50,51.8,87,4250,21.02,-0.1527,"沪深300",4611.44
60,-9.09,-6,25,11,"上证50沽26年12月2800",60.2,63.6,1181,2800,19.39,-0.254,"上证50",2941.82
459.6,-9.17,-46.4,177,11,"中证1000购26年12月7400",450,466.6,1691,7400,16.56,0.6426,"中证1000",7691.37
106.6,-9.2,-10.8,15,11,"中证1000购27年6月9400",104.4,109.8,173,9400,19.82,0.243,"中证1000",7691.37
484.6,-9.25,-49.4,"-",11,"沪深300购26年11月4050",515.4,532.2,10,4050,0,0.9436,"沪深300",4611.44
227.6,-9.32,-23.4,29,11,"中证1000购27年3月8200",221.2,231.8,924,8200,17.82,0.4215,"中证1000",7691.37
223.6,-9.33,-23,14,11,"中证1000购27年6月8400",218.2,229.6,235,8400,16.61,0.4139,"中证1000",7691.37
829.6,-9.35,-85.6,"-",11,"中证1000购26年11月6800",847.2,877.2,7,6800,0,0.8594,"中证1000",7691.37
29,-9.38,-3,2,11,"上证50沽26年11月2750",26.2,29.6,17,2750,18.36,-0.1618,"上证50",2941.82
5.8,-9.38,-0.6,5,11,"上证50沽26年11月2550",5.2,5.6,54,2550,19.33,-0.0221,"上证50",2941.82
337.4,-9.4,-35,107,11,"中证1000购27年3月7800",324,343.8,837,7800,16.04,0.5235,"中证1000",7691.37
65.2,-9.44,-6.8,10182,11,"沪深300购26年9月4600",65.2,65.6,7798,4600,14.18,0.5383,"沪深300",4611.44
358.8,-9.49,-37.6,66,11,"中证1000购27年6月7800",352,370,490,7800,13.7,0.5391,"中证1000",7691.37
82.8,-9.61,-8.8,113,11,"中证1000购27年6月9800",82,83.6,907,9800,20.97,0.191,"中证1000",7691.37
169,-9.63,-18,73,11,"中证1000购26年11月8100",158.6,166.6,146,8100,22.07,0.3689,"中证1000",7691.37
669.2,-9.64,-71.4,194,11,"中证1000购26年9月7000",660,671.2,1837,7000,0,0.9508,"中证1000",7691.37
166.4,-9.66,-17.8,8,11,"中证1000购27年6月8800",158.4,170.4,280,8800,18.12,0.3388,"中证1000",7691.37
55,-9.84,-6,24,11,"沪深300购26年11月4800",55.4,59,97,4800,13.99,0.3472,"沪深300",4611.44
441.6,-9.88,-48.4,19,11,"中证1000购26年11月7400",440.4,455.4,55,7400,18.14,0.6536,"中证1000",7691.37
407,-9.92,-44.8,"-",11,"沪深300购27年6月4100",437.4,455.6,133,4100,0,0.8057,"沪深300",4611.44
5.4,-10,-0.6,443,11,"沪深300沽26年9月4250",5.4,5.6,1976,4250,23.24,-0.02,"沪深300",4611.44
299.6,-10.03,-33.4,96,11,"中证1000购26年11月7700",290.8,305.8,95,7700,20.34,0.5296,"中证1000",7691.37
155.2,-10.08,-17.4,41,11,"中证1000购27年3月8600",152.8,161.4,1299,8600,19.29,0.3289,"中证1000",7691.37
362,-10.13,-40.8,491,11,"中证1000购26年12月7600",357.2,360.8,2830,7600,17.98,0.5713,"中证1000",7691.37
228,-10.17,-25.8,38,11,"中证1000购26年11月7900",218,226,69,7900,21.4,0.4472,"中证1000",7691.37
285.4,-10.25,-32.6,458,11,"中证1000购26年12月7800",273.8,282.4,2584,7800,19.25,0.4996,"中证1000",7691.37
185.4,-10.26,-21.2,22,11,"中证1000购27年3月8400",181.4,192.2,810,8400,18.47,0.3737,"中证1000",7691.37
394.4,-10.36,-45.6,446,11,"中证1000购26年10月7400",386.8,401.8,1090,7400,19.61,0.6832,"中证1000",7691.37
43.2,-10.37,-5,42,11,"中证1000购26年12月9400",40.8,43.4,1139,9400,25.68,0.0969,"中证1000",7691.37
396.4,-10.44,-46.2,"-",11,"沪深300购26年11月4150",426.6,441.6,7,4150,0,0.9035,"沪深300",4611.44
107.8,-10.47,-12.6,31,11,"中证1000购27年3月9000",106.4,106.8,1793,9000,20.61,0.2494,"中证1000",7691.37
121.2,-10.49,-14.2,28,11,"中证1000购27年6月9200",116.4,127.8,287,9200,19.17,0.2726,"中证1000",7691.37
580,-10.55,-68.4,169,11,"中证1000购26年9月7100",570,593.6,499,7100,0,0.9207,"中证1000",7691.37
129.8,-10.61,-15.4,86,11,"中证1000购27年3月8800",123.6,134.4,2366,8800,20.01,0.2874,"中证1000",7691.37
80.4,-10.67,-9.6,33,11,"上证50沽26年11月2900",78.4,85,66,2900,18.84,-0.3947,"上证50",2941.82
744.6,-10.89,-91,"-",11,"中证1000购26年11月6900",769.2,799.2,6,6900,0,0.8315,"中证1000",7691.37
36,-10.89,-4.4,67,11,"中证1000购26年12月9600",34,36.2,1589,9600,26.53,0.0741,"中证1000",7691.37
13,-10.96,-1.6,2,11,"上证50沽26年11月2650",11.6,13,14,2650,18.57,-0.0682,"上证50",2941.82
306,-11.05,-38,14,11,"中证1000购27年6月8000",300.6,317.6,463,8000,14.83,0.4961,"中证1000",7691.37
49.6,-11.11,-6.2,204,11,"上证50沽26年10月2900",50,52.2,268,2900,17.01,-0.3773,"上证50",2941.82
497,-11.25,-63,715,11,"中证1000购26年9月7200",491.6,500,2009,7200,14.1,0.879,"中证1000",7691.37
335.4,-11.36,-43,660,11,"中证1000购26年10月7500",327.8,332,1249,7500,20.41,0.6303,"中证1000",7691.37
256.6,-11.46,-33.2,33,11,"中证1000购26年11月7800",251,262.8,125,7800,20.54,0.4881,"中证1000",7691.37
4.6,-11.54,-0.6,24,11,"上证50沽26年10月2650",4.2,4.6,357,2650,18.93,-0.0265,"上证50",2941.82
3,-11.76,-0.4,9,11,"上证50沽26年10月2600",2.8,3,126,2600,19.89,-0.0113,"上证50",2941.82
11.8,-11.94,-1.6,49,11,"上证50沽26年10月2750",10.8,11.8,716,2750,17.46,-0.1023,"上证50",2941.82
10.2,-12.07,-1.4,650,11,"沪深300沽26年9月4350",10.2,10.4,1922,4350,20.97,-0.0698,"沪深300",4611.44
188.2,-12.14,-26,223,11,"中证1000购26年11月8000",191.6,194.4,360,8000,21.13,0.4074,"中证1000",7691.37
7.2,-12.2,-1,800,11,"沪深300沽26年9月4300",7,7.2,2955,4300,21.97,-0.0389,"沪深300",4611.44
43.2,-12.2,-6,4878,11,"沪深300购26年9月4650",43,43.2,4790,4650,14.48,0.4321,"沪深300",4611.44
281,-12.35,-39.6,907,11,"中证1000购26年10月7600",280,289.8,1270,7600,20.88,0.5757,"中证1000",7691.37
75.8,-12.47,-10.8,17,11,"中证1000购27年3月9400",73,78.2,314,9400,21.77,0.1841,"中证1000",7691.37
222.2,-12.52,-31.8,913,11,"中证1000购26年12月8000",221.2,223.6,4949,8000,20.18,0.4297,"中证1000",7691.37
87.8,-12.72,-12.8,41,11,"中证1000购27年3月9200",87.8,91.2,533,9200,21.02,0.2149,"中证1000",7691.37
233.4,-12.85,-34.4,1314,11,"中证1000购26年10月7700",231,239,1614,7700,21.3,0.5202,"中证1000",7691.37
195,-12.95,-29,1195,11,"中证1000购26年10月7800",190,192.8,2137,7800,21.93,0.4651,"中证1000",7691.37
299.6,-12.96,-44.6,"-",11,"上证50购26年11月2550",341.2,361.4,1,2550,0,0.9778,"上证50",2941.82
416,-13.01,-62.2,1035,11,"中证1000购26年9月7300",410.8,413.4,1345,7300,20.38,0.8248,"中证1000",7691.37
4,-13.04,-0.6,"-",11,"上证50购26年10月3250",4.6,5,154,3250,16.94,0.0412,"上证50",2941.82
89.6,-13.35,-13.8,25,11,"中证1000购26年11月8500",83.2,88.2,23,8500,23.15,0.2346,"中证1000",7691.37
170.8,-13.39,-26.4,266,11,"中证1000购26年12月8200",164.6,176.2,2745,8200,20.9,0.3635,"中证1000",7691.37
130.6,-13.4,-20.2,162,11,"中证1000购26年12月8400",125.6,131.4,2609,8400,21.54,0.3027,"中证1000",7691.37
80.4,-13.55,-12.6,216,11,"中证1000购26年12月8800",78.8,80.4,2627,8800,23.13,0.2003,"中证1000",7691.37
48.4,-13.57,-7.6,88,11,"中证1000购27年3月10000",48.4,49,1331,10000,23.61,0.1116,"中证1000",7691.37
50.8,-13.61,-8,203,11,"中证1000购26年12月9200",50,52.4,1796,9200,24.62,0.1251,"中证1000",7691.37
3.8,-13.64,-0.6,483,11,"沪深300沽26年9月4200",3.6,3.8,3266,4200,24.17,-0.0094,"沪深300",4611.44
82,-13.68,-13,497,11,"上证50沽26年9月3000",82,85.6,1214,3000,18.5,-0.7014,"上证50",2941.82
104.4,-13.72,-16.6,304,11,"中证1000购26年12月8600",103.6,106,3846,8600,22.53,0.2481,"中证1000",7691.37
27.4,-13.84,-4.4,5376,11,"沪深300购26年9月4700",27,27.4,8766,4700,14.78,0.3317,"沪深300",4611.44
653,-13.99,-106.2,"-",11,"中证1000购26年11月7000",694.2,724.2,13,7000,0,0.8006,"中证1000",7691.37
157.6,-14.25,-26.2,586,11,"中证1000购26年10月7900",154.4,156.6,878,7900,22.07,0.4114,"中证1000",7691.37
1.2,-14.29,-0.2,93,11,"中证1000购26年9月9800",1,1.2,1749,9800,41.94,0,"中证1000",7691.37
2.4,-14.29,-0.4,344,11,"上证50沽26年9月2750",2,2.4,1332,2750,18.53,-0.0241,"上证50",2941.82
1.2,-14.29,-0.2,214,11,"上证50沽26年9月2700",1,1.2,1453,2700,19.92,-0.0061,"上证50",2941.82
117.8,-14.51,-20,129,11,"中证1000购26年11月8300",114.2,122.2,193,8300,22.14,0.2975,"中证1000",7691.37
136.8,-14.82,-23.8,80,11,"中证1000购26年11月8200",134.8,142.8,169,8200,21.72,0.3322,"中证1000",7691.37
100.6,-14.89,-17.6,89,11,"中证1000购26年11月8400",100,104,296,8400,22.46,0.2649,"中证1000",7691.37
30.4,-15.08,-5.4,113,11,"上证50沽26年10月2850",31,33.2,329,2850,16.57,-0.2658,"上证50",2941.82
82,-15.11,-14.6,652,11,"中证1000购26年10月8200",81.6,82,1016,8200,22.92,0.2665,"中证1000",7691.37
25.8,-15.13,-4.6,229,11,"中证1000购26年10月8700",24.2,25.8,415,8700,24.44,0.1043,"中证1000",7691.37
334.8,-15.24,-60.2,2610,11,"中证1000购26年9月7400",334.6,335,2947,7400,20.95,0.7583,"中证1000",7691.37
63.2,-15.28,-11.4,287,11,"中证1000购26年12月9000",61.8,66.4,2596,9000,23.83,0.1594,"中证1000",7691.37
102,-15.28,-18.4,397,11,"中证1000购26年10月8100",100.2,104.8,715,8100,22.58,0.3114,"中证1000",7691.37
2.2,-15.38,-0.4,15,11,"上证50沽26年10月2550",2,2.6,96,2550,21.26,-0.0042,"上证50",2941.82
127.8,-15.48,-23.4,1976,11,"中证1000购26年10月8000",127.8,129.6,3809,8000,22.39,0.3599,"中证1000",7691.37
64.4,-15.49,-11.8,183,11,"中证1000购26年10月8300",63,67.4,674,8300,23.09,0.2257,"中证1000",7691.37
24.6,-15.75,-4.6,314,11,"中证1000购26年12月10000",24.4,25.6,2782,10000,27.93,0.0418,"中证1000",7691.37
32,-15.79,-6,210,11,"中证1000购26年10月8600",31.6,32,720,8600,24,0.1285,"中证1000",7691.37
19.2,-15.79,-3.6,45,11,"上证50沽26年10月2800",18.2,19.6,252,2800,16.98,-0.1726,"上证50",2941.82
271.6,-16.17,-52.4,5814,11,"中证1000购26年9月7500",270.4,271.2,4461,7500,22.95,0.6811,"中证1000",7691.37
1,-16.67,-0.2,153,11,"沪深300沽26年9月4000",0.8,1,1198,4000,28.05,-0.0001,"沪深300",4611.44
7,-16.67,-1.4,169,11,"上证50沽26年10月2700",6.6,7.2,509,2700,17.93,-0.0549,"上证50",2941.82
20.2,-17.21,-4.2,311,11,"中证1000购26年10月8800",20.2,20.4,1005,8800,24.69,0.0838,"中证1000",7691.37
48,-17.24,-10,1304,11,"上证50沽26年9月2950",47.2,48.2,1174,2950,17.14,-0.5181,"上证50",2941.82
18,-17.43,-3.8,26,11,"上证50沽26年11月2700",17.8,19.4,54,2700,17.9,-0.1082,"上证50",2941.82
51.6,-17.57,-11,334,11,"中证1000购26年10月8400",50.6,52,952,8400,23.46,0.189,"中证1000",7691.37
210,-17.65,-45,12616,11,"中证1000购26年9月7600",208.8,210,7011,7600,23.26,0.5964,"中证1000",7691.37
71.6,-17.7,-15.4,173,11,"中证1000购26年11月8600",70.6,73.4,161,8600,22.91,0.2066,"中证1000",7691.37
24,-18.92,-5.6,1771,11,"上证50沽26年9月2900",24,24.2,3029,2900,16.33,-0.3277,"上证50",2941.82
16.2,-19,-3.8,2516,11,"沪深300购26年9月4750",16,16.4,3931,4750,14.89,0.243,"沪深300",4611.44
2.4,-20,-0.6,123,11,"沪深300沽26年9月4150",2.4,2.6,1117,4150,24.64,-0.0041,"沪深300",4611.44
1.6,-20,-0.4,195,11,"沪深300沽26年9月4100",1.4,1.6,1213,4100,25.38,-0.0015,"沪深300",4611.44
0.8,-20,-0.2,124,11,"沪深300购26年9月5300",0.6,0.8,664,5300,26.1,0.0003,"沪深300",4611.44
0.8,-20,-0.2,234,11,"沪深300购26年9月5200",0.8,1,1843,5200,22.95,0.0017,"沪深300",4611.44
158.8,-20.6,-41.2,19013,11,"中证1000购26年9月7700",158.6,158.8,7364,7700,23.6,0.508,"中证1000",7691.37
166,-20.88,-43.8,"-",11,"上证50购26年11月2700",209.6,222.2,3,2700,0,0.8917,"上证50",2941.82
38,-21.81,-10.6,474,11,"中证1000购26年10月8500",37.8,38,821,8500,23.26,0.1567,"中证1000",7691.37
9.8,-22.22,-2.8,3533,11,"沪深300购26年9月4800",9.6,9.8,7623,4800,15.36,0.1697,"沪深300",4611.44
117.4,-22.56,-34.2,27250,11,"中证1000购26年9月7800",117.2,117.4,13563,7800,23.94,0.4204,"中证1000",7691.37
1.2,-25,-0.4,137,11,"中证1000购26年9月9700",1.2,1.4,817,9700,40.37,0,"中证1000",7691.37
1.2,-25,-0.4,135,11,"中证1000购26年9月9600",1,1.4,1560,9600,38.78,0.0001,"中证1000",7691.37
1.2,-25,-0.4,74,11,"沪深300沽26年9月4050",1,1.2,345,4050,26.54,-0.0005,"沪深300",4611.44
10.4,-25.71,-3.6,1045,11,"上证50沽26年9月2850",10.2,10.6,2216,2850,16.14,-0.1719,"上证50",2941.82
4.6,-25.81,-1.6,733,11,"上证50沽26年9月2800",4.4,4.6,3544,2800,16.92,-0.0727,"上证50",2941.82
5.6,-26.32,-2,1222,11,"沪深300购26年9月4850",5.4,5.6,3269,4850,15.66,0.1129,"沪深300",4611.44
83.2,-26.5,-30,11042,11,"中证1000购26年9月7900",83,83.6,7791,7900,23.99,0.3376,"中证1000",7691.37
59,-27.16,-22,21580,11,"中证1000购26年9月8000",59,59.2,24184,8000,24.37,0.2629,"中证1000",7691.37
1.6,-27.27,-0.6,369,11,"中证1000购26年9月9200",1.4,1.6,1234,9200,33.25,0.0012,"中证1000",7691.37
40.4,-28.37,-16,6262,11,"中证1000购26年9月8100",40,40.4,6229,8100,24.59,0.1984,"中证1000",7691.37
1,-28.57,-0.4,243,11,"沪深300购26年9月5100",0.8,1.2,1205,5100,20.28,0.0071,"沪深300",4611.44
2.4,-29.41,-1,488,11,"中证1000购26年9月9000",2.4,2.6,5181,9000,31.24,0.004,"中证1000",7691.37
1.8,-30.77,-0.8,259,11,"中证1000购26年9月9100",1.6,2,833,9100,31.93,0.0022,"中证1000",7691.37
1.8,-30.77,-0.8,1019,11,"沪深300购26年9月5000",1.6,1.8,6251,5000,18.36,0.0248,"沪深300",4611.44
3.4,-32,-1.6,1164,11,"沪深300购26年9月4900",3.2,3.4,3876,4900,16.24,0.0715,"沪深300",4611.44
26,-32.29,-12.4,5664,11,"中证1000购26年9月8200",26,26.2,9422,8200,24.51,0.1451,"中证1000",7691.37
1.2,-33.33,-0.6,267,11,"中证1000购26年9月9400",1.2,1.4,1316,9400,35.52,0.0003,"中证1000",7691.37
